data\test\image\cxrimage_16932.png,data\test\mask\cxrmask_16932.jpeg
data\train\image\cxrimage_1710.png,data\train\mask\cxrmask_1710.jpeg
data\train\image\cxrimage_1711.png,data\train\mask\cxrmask_1711.jpeg
data\train\image\cxrimage_1712.png,data\train\mask\cxrmask_1712.jpeg
data\train\image\cxrimage_1713.png,data\train\mask\cxrmask_1713.jpeg
data\train\image\cxrimage_1714.png,data\train\mask\cxrmask_1714.jpeg
data\train\image\cxrimage_1715.png,data\train\mask\cxrmask_1715.jpeg
data\train\image\cxrimage_1716.png,data\train\mask\cxrmask_1716.jpeg
data\train\image\cxrimage_1717.png,data\train\mask\cxrmask_1717.jpeg
data\train\image\cxrimage_1718.png,data\train\mask\cxrmask_1718.jpeg
data\train\image\cxrimage_1719.png,data\train\mask\cxrmask_1719.jpeg
data\train\image\cxrimage_172.png,data\train\mask\cxrmask_172.jpeg
data\train\image\cxrimage_1720.png,data\train\mask\cxrmask_1720.jpeg
data\train\image\cxrimage_1721.png,data\train\mask\cxrmask_1721.jpeg
data\train\image\cxrimage_1722.png,data\train\mask\cxrmask_1722.jpeg
data\train\image\cxrimage_1723.png,data\train\mask\cxrmask_1723.jpeg
data\train\image\cxrimage_1724.png,data\train\mask\cxrmask_1724.jpeg
data\train\image\cxrimage_1725.png,data\train\mask\cxrmask_1725.jpeg
data\train\image\cxrimage_1726.png,data\train\mask\cxrmask_1726.jpeg
data\train\image\cxrimage_1727.png,data\train\mask\cxrmask_1727.jpeg
data\train\image\cxrimage_1728.png,data\train\mask\cxrmask_1728.jpeg
data\train\image\cxrimage_1729.png,data\train\mask\cxrmask_1729.jpeg
data\train\image\cxrimage_173.png,data\train\mask\cxrmask_173.jpeg
data\train\image\cxrimage_1730.png,data\train\mask\cxrmask_1730.jpeg
data\train\image\cxrimage_1731.png,data\train\mask\cxrmask_1731.jpeg
data\train\image\cxrimage_1732.png,data\train\mask\cxrmask_1732.jpeg
data\train\image\cxrimage_1733.png,data\train\mask\cxrmask_1733.jpeg
data\train\image\cxrimage_1734.png,data\train\mask\cxrmask_1734.jpeg
data\train\image\cxrimage_1735.png,data\train\mask\cxrmask_1735.jpeg
data\train\image\cxrimage_1736.png,data\train\mask\cxrmask_1736.jpeg
data\train\image\cxrimage_1737.png,data\train\mask\cxrmask_1737.jpeg
data\train\image\cxrimage_1738.png,data\train\mask\cxrmask_1738.jpeg
data\train\image\cxrimage_1739.png,data\train\mask\cxrmask_1739.jpeg
data\train\image\cxrimage_174.png,data\train\mask\cxrmask_174.jpeg
data\train\image\cxrimage_1740.png,data\train\mask\cxrmask_1740.jpeg
data\train\image\cxrimage_1741.png,data\train\mask\cxrmask_1741.jpeg
data\train\image\cxrimage_1742.png,data\train\mask\cxrmask_1742.jpeg
data\train\image\cxrimage_1743.png,data\train\mask\cxrmask_1743.jpeg
data\train\image\cxrimage_1744.png,data\train\mask\cxrmask_1744.jpeg
data\train\image\cxrimage_1745.png,data\train\mask\cxrmask_1745.jpeg
data\train\image\cxrimage_1746.png,data\train\mask\cxrmask_1746.jpeg
data\train\image\cxrimage_1747.png,data\train\mask\cxrmask_1747.jpeg
data\train\image\cxrimage_1748.png,data\train\mask\cxrmask_1748.jpeg
data\train\image\cxrimage_1749.png,data\train\mask\cxrmask_1749.jpeg
data\train\image\cxrimage_175.png,data\train\mask\cxrmask_175.jpeg
data\train\image\cxrimage_1750.png,data\train\mask\cxrmask_1750.jpeg
data\train\image\cxrimage_1751.png,data\train\mask\cxrmask_1751.jpeg
data\train\image\cxrimage_1752.png,data\train\mask\cxrmask_1752.jpeg
data\train\image\cxrimage_1753.png,data\train\mask\cxrmask_1753.jpeg
data\train\image\cxrimage_1754.png,data\train\mask\cxrmask_1754.jpeg
data\train\image\cxrimage_1755.png,data\train\mask\cxrmask_1755.jpeg
data\train\image\cxrimage_1756.png,data\train\mask\cxrmask_1756.jpeg
data\train\image\cxrimage_1757.png,data\train\mask\cxrmask_1757.jpeg
data\train\image\cxrimage_1758.png,data\train\mask\cxrmask_1758.jpeg
data\train\image\cxrimage_1759.png,data\train\mask\cxrmask_1759.jpeg
data\train\image\cxrimage_176.png,data\train\mask\cxrmask_176.jpeg
data\train\image\cxrimage_1760.png,data\train\mask\cxrmask_1760.jpeg
data\train\image\cxrimage_1761.png,data\train\mask\cxrmask_1761.jpeg
data\train\image\cxrimage_1762.png,data\train\mask\cxrmask_1762.jpeg
data\train\image\cxrimage_1763.png,data\train\mask\cxrmask_1763.jpeg
data\train\image\cxrimage_1764.png,data\train\mask\cxrmask_1764.jpeg
data\train\image\cxrimage_1765.png,data\train\mask\cxrmask_1765.jpeg
data\train\image\cxrimage_1766.png,data\train\mask\cxrmask_1766.jpeg
data\train\image\cxrimage_1767.png,data\train\mask\cxrmask_1767.jpeg
data\train\image\cxrimage_1768.png,data\train\mask\cxrmask_1768.jpeg
data\train\image\cxrimage_1769.png,data\train\mask\cxrmask_1769.jpeg
data\train\image\cxrimage_177.png,data\train\mask\cxrmask_177.jpeg
data\train\image\cxrimage_1770.png,data\train\mask\cxrmask_1770.jpeg
data\train\image\cxrimage_1771.png,data\train\mask\cxrmask_1771.jpeg
data\train\image\cxrimage_1772.png,data\train\mask\cxrmask_1772.jpeg
data\train\image\cxrimage_1773.png,data\train\mask\cxrmask_1773.jpeg
data\train\image\cxrimage_1774.png,data\train\mask\cxrmask_1774.jpeg
data\train\image\cxrimage_1775.png,data\train\mask\cxrmask_1775.jpeg
data\train\image\cxrimage_1776.png,data\train\mask\cxrmask_1776.jpeg
data\train\image\cxrimage_1777.png,data\train\mask\cxrmask_1777.jpeg
data\train\image\cxrimage_1778.png,data\train\mask\cxrmask_1778.jpeg
data\train\image\cxrimage_1779.png,data\train\mask\cxrmask_1779.jpeg
data\train\image\cxrimage_178.png,data\train\mask\cxrmask_178.jpeg
data\train\image\cxrimage_1780.png,data\train\mask\cxrmask_1780.jpeg
data\train\image\cxrimage_1781.png,data\train\mask\cxrmask_1781.jpeg
data\train\image\cxrimage_1782.png,data\train\mask\cxrmask_1782.jpeg
data\train\image\cxrimage_1783.png,data\train\mask\cxrmask_1783.jpeg
data\train\image\cxrimage_1784.png,data\train\mask\cxrmask_1784.jpeg
data\train\image\cxrimage_1785.png,data\train\mask\cxrmask_1785.jpeg
data\train\image\cxrimage_1786.png,data\train\mask\cxrmask_1786.jpeg
data\train\image\cxrimage_1787.png,data\train\mask\cxrmask_1787.jpeg
data\train\image\cxrimage_1788.png,data\train\mask\cxrmask_1788.jpeg
data\train\image\cxrimage_1789.png,data\train\mask\cxrmask_1789.jpeg
data\train\image\cxrimage_179.png,data\train\mask\cxrmask_179.jpeg
data\train\image\cxrimage_1790.png,data\train\mask\cxrmask_1790.jpeg
data\train\image\cxrimage_1791.png,data\train\mask\cxrmask_1791.jpeg
data\train\image\cxrimage_1792.png,data\train\mask\cxrmask_1792.jpeg
data\train\image\cxrimage_1793.png,data\train\mask\cxrmask_1793.jpeg
data\train\image\cxrimage_1794.png,data\train\mask\cxrmask_1794.jpeg
data\train\image\cxrimage_1795.png,data\train\mask\cxrmask_1795.jpeg
data\train\image\cxrimage_1796.png,data\train\mask\cxrmask_1796.jpeg
data\train\image\cxrimage_1797.png,data\train\mask\cxrmask_1797.jpeg
data\train\image\cxrimage_1798.png,data\train\mask\cxrmask_1798.jpeg
data\train\image\cxrimage_1799.png,data\train\mask\cxrmask_1799.jpeg
data\train\image\cxrimage_18.png,data\train\mask\cxrmask_18.jpeg
data\train\image\cxrimage_180.png,data\train\mask\cxrmask_180.jpeg
data\train\image\cxrimage_1800.png,data\train\mask\cxrmask_1800.jpeg
data\train\image\cxrimage_1801.png,data\train\mask\cxrmask_1801.jpeg
data\train\image\cxrimage_1802.png,data\train\mask\cxrmask_1802.jpeg
data\train\image\cxrimage_1803.png,data\train\mask\cxrmask_1803.jpeg
data\train\image\cxrimage_1804.png,data\train\mask\cxrmask_1804.jpeg
data\train\image\cxrimage_1805.png,data\train\mask\cxrmask_1805.jpeg
data\train\image\cxrimage_1806.png,data\train\mask\cxrmask_1806.jpeg
data\train\image\cxrimage_1807.png,data\train\mask\cxrmask_1807.jpeg
data\train\image\cxrimage_1808.png,data\train\mask\cxrmask_1808.jpeg
data\train\image\cxrimage_1809.png,data\train\mask\cxrmask_1809.jpeg
data\train\image\cxrimage_181.png,data\train\mask\cxrmask_181.jpeg
data\train\image\cxrimage_1810.png,data\train\mask\cxrmask_1810.jpeg
data\train\image\cxrimage_1811.png,data\train\mask\cxrmask_1811.jpeg
data\train\image\cxrimage_1812.png,data\train\mask\cxrmask_1812.jpeg
data\train\image\cxrimage_1813.png,data\train\mask\cxrmask_1813.jpeg
data\train\image\cxrimage_1814.png,data\train\mask\cxrmask_1814.jpeg
data\train\image\cxrimage_1815.png,data\train\mask\cxrmask_1815.jpeg
data\train\image\cxrimage_1816.png,data\train\mask\cxrmask_1816.jpeg
data\train\image\cxrimage_1817.png,data\train\mask\cxrmask_1817.jpeg
data\train\image\cxrimage_1818.png,data\train\mask\cxrmask_1818.jpeg
data\train\image\cxrimage_1819.png,data\train\mask\cxrmask_1819.jpeg
data\train\image\cxrimage_182.png,data\train\mask\cxrmask_182.jpeg
data\train\image\cxrimage_1820.png,data\train\mask\cxrmask_1820.jpeg
data\train\image\cxrimage_1821.png,data\train\mask\cxrmask_1821.jpeg
data\train\image\cxrimage_1822.png,data\train\mask\cxrmask_1822.jpeg
data\train\image\cxrimage_1823.png,data\train\mask\cxrmask_1823.jpeg
data\train\image\cxrimage_1824.png,data\train\mask\cxrmask_1824.jpeg
data\train\image\cxrimage_1825.png,data\train\mask\cxrmask_1825.jpeg
data\train\image\cxrimage_1826.png,data\train\mask\cxrmask_1826.jpeg
data\train\image\cxrimage_1827.png,data\train\mask\cxrmask_1827.jpeg
data\train\image\cxrimage_1828.png,data\train\mask\cxrmask_1828.jpeg
data\train\image\cxrimage_1829.png,data\train\mask\cxrmask_1829.jpeg
data\train\image\cxrimage_183.png,data\train\mask\cxrmask_183.jpeg
data\train\image\cxrimage_1830.png,data\train\mask\cxrmask_1830.jpeg
data\train\image\cxrimage_1831.png,data\train\mask\cxrmask_1831.jpeg
data\train\image\cxrimage_1832.png,data\train\mask\cxrmask_1832.jpeg
data\train\image\cxrimage_1833.png,data\train\mask\cxrmask_1833.jpeg
data\train\image\cxrimage_1834.png,data\train\mask\cxrmask_1834.jpeg
data\train\image\cxrimage_1835.png,data\train\mask\cxrmask_1835.jpeg
data\train\image\cxrimage_1836.png,data\train\mask\cxrmask_1836.jpeg
data\train\image\cxrimage_1837.png,data\train\mask\cxrmask_1837.jpeg
data\train\image\cxrimage_1838.png,data\train\mask\cxrmask_1838.jpeg
data\train\image\cxrimage_1839.png,data\train\mask\cxrmask_1839.jpeg
data\train\image\cxrimage_184.png,data\train\mask\cxrmask_184.jpeg
data\train\image\cxrimage_1840.png,data\train\mask\cxrmask_1840.jpeg
data\train\image\cxrimage_1841.png,data\train\mask\cxrmask_1841.jpeg
data\train\image\cxrimage_1842.png,data\train\mask\cxrmask_1842.jpeg
data\train\image\cxrimage_1843.png,data\train\mask\cxrmask_1843.jpeg
data\train\image\cxrimage_1844.png,data\train\mask\cxrmask_1844.jpeg
data\train\image\cxrimage_1845.png,data\train\mask\cxrmask_1845.jpeg
data\train\image\cxrimage_1846.png,data\train\mask\cxrmask_1846.jpeg
data\train\image\cxrimage_1847.png,data\train\mask\cxrmask_1847.jpeg
data\train\image\cxrimage_1848.png,data\train\mask\cxrmask_1848.jpeg
data\train\image\cxrimage_1849.png,data\train\mask\cxrmask_1849.jpeg
data\train\image\cxrimage_185.png,data\train\mask\cxrmask_185.jpeg
data\train\image\cxrimage_1850.png,data\train\mask\cxrmask_1850.jpeg
data\train\image\cxrimage_1851.png,data\train\mask\cxrmask_1851.jpeg
data\train\image\cxrimage_1852.png,data\train\mask\cxrmask_1852.jpeg
data\train\image\cxrimage_1853.png,data\train\mask\cxrmask_1853.jpeg
data\train\image\cxrimage_1854.png,data\train\mask\cxrmask_1854.jpeg
data\train\image\cxrimage_1855.png,data\train\mask\cxrmask_1855.jpeg
data\train\image\cxrimage_1856.png,data\train\mask\cxrmask_1856.jpeg
data\train\image\cxrimage_1857.png,data\train\mask\cxrmask_1857.jpeg
data\train\image\cxrimage_1858.png,data\train\mask\cxrmask_1858.jpeg
data\train\image\cxrimage_1859.png,data\train\mask\cxrmask_1859.jpeg
data\train\image\cxrimage_186.png,data\train\mask\cxrmask_186.jpeg
data\train\image\cxrimage_1860.png,data\train\mask\cxrmask_1860.jpeg
data\train\image\cxrimage_1861.png,data\train\mask\cxrmask_1861.jpeg
data\train\image\cxrimage_1862.png,data\train\mask\cxrmask_1862.jpeg
data\train\image\cxrimage_1863.png,data\train\mask\cxrmask_1863.jpeg
data\train\image\cxrimage_1864.png,data\train\mask\cxrmask_1864.jpeg
data\train\image\cxrimage_1865.png,data\train\mask\cxrmask_1865.jpeg
data\train\image\cxrimage_1866.png,data\train\mask\cxrmask_1866.jpeg
data\train\image\cxrimage_1867.png,data\train\mask\cxrmask_1867.jpeg
data\train\image\cxrimage_1868.png,data\train\mask\cxrmask_1868.jpeg
data\train\image\cxrimage_1869.png,data\train\mask\cxrmask_1869.jpeg
data\train\image\cxrimage_187.png,data\train\mask\cxrmask_187.jpeg
data\train\image\cxrimage_1870.png,data\train\mask\cxrmask_1870.jpeg
data\train\image\cxrimage_1871.png,data\train\mask\cxrmask_1871.jpeg
data\train\image\cxrimage_1872.png,data\train\mask\cxrmask_1872.jpeg
data\train\image\cxrimage_1873.png,data\train\mask\cxrmask_1873.jpeg
data\train\image\cxrimage_1874.png,data\train\mask\cxrmask_1874.jpeg
data\train\image\cxrimage_1875.png,data\train\mask\cxrmask_1875.jpeg
data\train\image\cxrimage_1876.png,data\train\mask\cxrmask_1876.jpeg
data\train\image\cxrimage_1877.png,data\train\mask\cxrmask_1877.jpeg
data\train\image\cxrimage_1878.png,data\train\mask\cxrmask_1878.jpeg
data\train\image\cxrimage_1879.png,data\train\mask\cxrmask_1879.jpeg
data\train\image\cxrimage_188.png,data\train\mask\cxrmask_188.jpeg
data\train\image\cxrimage_1880.png,data\train\mask\cxrmask_1880.jpeg
data\train\image\cxrimage_1881.png,data\train\mask\cxrmask_1881.jpeg
data\train\image\cxrimage_1882.png,data\train\mask\cxrmask_1882.jpeg
data\train\image\cxrimage_1883.png,data\train\mask\cxrmask_1883.jpeg
data\train\image\cxrimage_1884.png,data\train\mask\cxrmask_1884.jpeg
data\train\image\cxrimage_1885.png,data\train\mask\cxrmask_1885.jpeg
data\train\image\cxrimage_1886.png,data\train\mask\cxrmask_1886.jpeg
data\train\image\cxrimage_1887.png,data\train\mask\cxrmask_1887.jpeg
data\train\image\cxrimage_1888.png,data\train\mask\cxrmask_1888.jpeg
data\train\image\cxrimage_1889.png,data\train\mask\cxrmask_1889.jpeg
data\train\image\cxrimage_189.png,data\train\mask\cxrmask_189.jpeg
data\train\image\cxrimage_1890.png,data\train\mask\cxrmask_1890.jpeg
data\train\image\cxrimage_1891.png,data\train\mask\cxrmask_1891.jpeg
data\train\image\cxrimage_1892.png,data\train\mask\cxrmask_1892.jpeg
data\train\image\cxrimage_1893.png,data\train\mask\cxrmask_1893.jpeg
data\train\image\cxrimage_1894.png,data\train\mask\cxrmask_1894.jpeg
data\train\image\cxrimage_1895.png,data\train\mask\cxrmask_1895.jpeg
data\train\image\cxrimage_1896.png,data\train\mask\cxrmask_1896.jpeg
data\train\image\cxrimage_1897.png,data\train\mask\cxrmask_1897.jpeg
data\train\image\cxrimage_1898.png,data\train\mask\cxrmask_1898.jpeg
data\train\image\cxrimage_1899.png,data\train\mask\cxrmask_1899.jpeg
data\train\image\cxrimage_19.png,data\train\mask\cxrmask_19.jpeg
data\train\image\cxrimage_190.png,data\train\mask\cxrmask_190.jpeg
data\train\image\cxrimage_1900.png,data\train\mask\cxrmask_1900.jpeg
data\train\image\cxrimage_1901.png,data\train\mask\cxrmask_1901.jpeg
data\train\image\cxrimage_1902.png,data\train\mask\cxrmask_1902.jpeg
data\train\image\cxrimage_1903.png,data\train\mask\cxrmask_1903.jpeg
data\train\image\cxrimage_1904.png,data\train\mask\cxrmask_1904.jpeg
data\train\image\cxrimage_1905.png,data\train\mask\cxrmask_1905.jpeg
data\train\image\cxrimage_1906.png,data\train\mask\cxrmask_1906.jpeg
data\train\image\cxrimage_1907.png,data\train\mask\cxrmask_1907.jpeg
data\train\image\cxrimage_1908.png,data\train\mask\cxrmask_1908.jpeg
data\train\image\cxrimage_1909.png,data\train\mask\cxrmask_1909.jpeg
data\train\image\cxrimage_191.png,data\train\mask\cxrmask_191.jpeg
data\train\image\cxrimage_1910.png,data\train\mask\cxrmask_1910.jpeg
data\train\image\cxrimage_1911.png,data\train\mask\cxrmask_1911.jpeg
data\train\image\cxrimage_1912.png,data\train\mask\cxrmask_1912.jpeg
data\train\image\cxrimage_1913.png,data\train\mask\cxrmask_1913.jpeg
data\train\image\cxrimage_1914.png,data\train\mask\cxrmask_1914.jpeg
data\train\image\cxrimage_1915.png,data\train\mask\cxrmask_1915.jpeg
data\train\image\cxrimage_1916.png,data\train\mask\cxrmask_1916.jpeg
data\train\image\cxrimage_1917.png,data\train\mask\cxrmask_1917.jpeg
data\train\image\cxrimage_1918.png,data\train\mask\cxrmask_1918.jpeg
data\train\image\cxrimage_1919.png,data\train\mask\cxrmask_1919.jpeg
data\train\image\cxrimage_192.png,data\train\mask\cxrmask_192.jpeg
data\train\image\cxrimage_1920.png,data\train\mask\cxrmask_1920.jpeg
data\train\image\cxrimage_1921.png,data\train\mask\cxrmask_1921.jpeg
data\train\image\cxrimage_1922.png,data\train\mask\cxrmask_1922.jpeg
data\train\image\cxrimage_1923.png,data\train\mask\cxrmask_1923.jpeg
data\train\image\cxrimage_1924.png,data\train\mask\cxrmask_1924.jpeg
data\train\image\cxrimage_1925.png,data\train\mask\cxrmask_1925.jpeg
data\train\image\cxrimage_1926.png,data\train\mask\cxrmask_1926.jpeg
data\train\image\cxrimage_1927.png,data\train\mask\cxrmask_1927.jpeg
data\train\image\cxrimage_1928.png,data\train\mask\cxrmask_1928.jpeg
data\train\image\cxrimage_1929.png,data\train\mask\cxrmask_1929.jpeg
data\train\image\cxrimage_193.png,data\train\mask\cxrmask_193.jpeg
data\train\image\cxrimage_1930.png,data\train\mask\cxrmask_1930.jpeg
data\train\image\cxrimage_1931.png,data\train\mask\cxrmask_1931.jpeg
data\train\image\cxrimage_1932.png,data\train\mask\cxrmask_1932.jpeg
data\train\image\cxrimage_1933.png,data\train\mask\cxrmask_1933.jpeg
data\train\image\cxrimage_1934.png,data\train\mask\cxrmask_1934.jpeg
data\train\image\cxrimage_1935.png,data\train\mask\cxrmask_1935.jpeg
data\train\image\cxrimage_1936.png,data\train\mask\cxrmask_1936.jpeg
data\train\image\cxrimage_1937.png,data\train\mask\cxrmask_1937.jpeg
data\train\image\cxrimage_1938.png,data\train\mask\cxrmask_1938.jpeg
data\train\image\cxrimage_1939.png,data\train\mask\cxrmask_1939.jpeg
data\train\image\cxrimage_194.png,data\train\mask\cxrmask_194.jpeg
data\train\image\cxrimage_1940.png,data\train\mask\cxrmask_1940.jpeg
data\train\image\cxrimage_1941.png,data\train\mask\cxrmask_1941.jpeg
data\train\image\cxrimage_1942.png,data\train\mask\cxrmask_1942.jpeg
data\train\image\cxrimage_1943.png,data\train\mask\cxrmask_1943.jpeg
data\train\image\cxrimage_1944.png,data\train\mask\cxrmask_1944.jpeg
data\train\image\cxrimage_1945.png,data\train\mask\cxrmask_1945.jpeg
data\train\image\cxrimage_1946.png,data\train\mask\cxrmask_1946.jpeg
data\train\image\cxrimage_1947.png,data\train\mask\cxrmask_1947.jpeg
data\train\image\cxrimage_1948.png,data\train\mask\cxrmask_1948.jpeg
data\train\image\cxrimage_1949.png,data\train\mask\cxrmask_1949.jpeg
data\train\image\cxrimage_195.png,data\train\mask\cxrmask_195.jpeg
data\train\image\cxrimage_1950.png,data\train\mask\cxrmask_1950.jpeg
data\train\image\cxrimage_1951.png,data\train\mask\cxrmask_1951.jpeg
data\train\image\cxrimage_1952.png,data\train\mask\cxrmask_1952.jpeg
data\train\image\cxrimage_1953.png,data\train\mask\cxrmask_1953.jpeg
data\train\image\cxrimage_1954.png,data\train\mask\cxrmask_1954.jpeg
data\train\image\cxrimage_1955.png,data\train\mask\cxrmask_1955.jpeg
data\train\image\cxrimage_1956.png,data\train\mask\cxrmask_1956.jpeg
data\train\image\cxrimage_1957.png,data\train\mask\cxrmask_1957.jpeg
data\train\image\cxrimage_1958.png,data\train\mask\cxrmask_1958.jpeg
data\train\image\cxrimage_1959.png,data\train\mask\cxrmask_1959.jpeg
data\train\image\cxrimage_196.png,data\train\mask\cxrmask_196.jpeg
data\train\image\cxrimage_1960.png,data\train\mask\cxrmask_1960.jpeg
